first_name,last_name,dob,company_id,last_active,score,member_since,state
Kevin,Perkins,1983-07-19,11,2018-08-15,88,1977,MO
Emily,Holmes,1989-06-30,10,2018-09-06,52,1973,IN
Todd,Herrera,1996-11-21,0,2018-11-09,72,1970,NC
Michael,Watson,1994-12-14,15,2018-06-10,94,1992,KY
Jennifer,Young,1990-04-16,2,2018-11-18,81,1984,IN
Shane,Anderson,1979-10-28,14,2018-03-04,92,1975,GA
Pamela,Hopkins,1982-04-04,19,2018-12-28,99,1976,AR
David,Thomas,1995-06-30,2,2018-08-30,53,1984,NE
Steven,Lewis,1997-06-03,3,2018-09-04,49,1995,VT
Bryan,Lawrence,1998-08-20,16,2018-04-06,80,1977,PA
Haley,Turner,1998-01-27,9,2018-02-28,60,1988,TX
Anthony,Mclean,1992-03-03,18,2018-06-14,31,1988,TN
Ralph,Bell,1991-03-24,4,2018-09-07,59,1971,WV
Crystal,Thompson,1997-10-14,15,2018-10-28,70,1972,WA
Stephen,Collins,1979-08-24,17,2018-06-18,37,1971,NH
Jimmy,Porter,1997-06-25,17,2018-10-03,41,1983,SC
Michele,Zhang,1993-03-29,5,2018-07-14,74,1981,UT
Kimberly,Levy,1992-01-25,12,2018-09-19,31,1982,MI
Kelsey,Durham,1989-07-23,5,2018-03-12,89,1976,NH
Tabitha,King,1976-12-29,6,2018-12-15,31,1974,IN
Robert,Cooper,1986-06-04,15,2018-11-28,68,1985,NJ
Jeffrey,Graham,1990-04-08,20,2018-01-15,65,1997,SD
Amanda,Estrada,1990-04-17,13,2018-09-08,44,1987,NV
Brett,Moss,1992-11-19,20,2018-04-29,57,1986,NC
Patrick,Mcpherson,1978-05-28,14,2018-07-01,89,1974,NV
Raymond,Wang,1988-07-17,9,2018-11-07,71,1974,NV
Carrie,Harris,1997-11-04,2,2018-12-07,83,1974,MS
Amanda,Clark,1992-05-25,20,2018-10-18,31,2012,NM
Suzanne,Johnson,1993-08-02,4,2018-04-18,56,1976,HI
Carol,Smith,1990-03-21,12,2018-08-09,73,1983,UT
Kevin,Ross,1983-09-20,6,2018-10-01,61,1977,CT
Maureen,Watkins,1973-12-03,6,2018-01-21,36,1972,VT
James,Klein,1984-02-02,4,2018-10-22,83,1978,GA
Amber,Perry,1997-12-16,17,2018-12-17,43,1971,WI
Nicholas,Armstrong,1968-04-28,20,2018-06-20,84,2014,FL
Maurice,Santana,1987-05-20,17,2018-03-06,68,1970,VT
Timothy,Williams,1987-12-31,5,2018-08-10,60,1978,AR
Ashley,Hoffman,1982-11-22,2,2018-03-11,89,1978,WV
Kim,Brown,1982-01-16,4,2018-05-25,54,1970,VT
Michael,Castro,1974-12-14,18,2018-05-08,37,1973,IL
Jeffery,Sanders,1976-11-07,13,2018-12-17,48,1972,OR
Kenneth,Salazar,1983-02-07,10,2018-08-29,52,1974,ND
Robert,Cooper,1973-10-12,20,2018-09-27,55,1996,RI
Keith,Crosby,1987-07-25,13,2019-01-04,96,1975,UT
Travis,Rhodes,1978-10-22,0,2018-03-24,34,1975,AL
David,Mooney,1969-12-27,20,2018-06-03,61,2007,IL
Cassandra,Valdez,1999-01-07,2,2018-05-15,75,1998,LA
Dana,Hill,1998-05-14,15,2018-11-21,93,1997,AR
Matthew,Wilson,1995-01-13,14,2018-01-20,58,1983,OH
Shelly,Clay,1998-05-24,1,2018-01-19,82,1981,SD
Kaitlyn,Moore,1990-09-28,5,2018-03-15,37,1983,SD
Jason,Thompson,1998-08-13,5,2018-06-30,51,1976,IL
Amanda,Tucker,1995-08-25,8,2018-08-30,92,1985,CO
Mary,Munoz,1985-06-16,19,2018-03-24,35,1970,HI
Nathaniel,Johnson,1982-03-29,20,2018-07-16,71,1996,CT
Julia,Hughes,1982-02-16,12,2018-08-19,53,1977,IN
Jake,Wong,1990-06-29,1,2018-02-22,41,1981,OR
Robert,Spencer,1970-01-12,20,2018-09-30,66,1978,NH
Michael,Harrell,1995-08-15,13,2018-09-18,73,1990,MT
Jamie,Gaines,1989-12-24,10,2018-07-04,35,1979,MA
Thomas,Liu,1994-03-26,8,2018-09-24,37,1973,CA
Kathleen,Ellis,1961-05-04,20,2018-03-30,87,1973,AL
Dominique,Griffith,1974-02-13,20,2018-11-04,49,2007,LA
Jason,Arnold,1998-01-30,5,2018-01-20,74,1987,IA
Katie,Walls,1978-05-09,19,2018-04-12,96,1972,AK
Deborah,Palmer,1985-11-09,9,2018-01-30,97,1984,AL
Michael,Wilcox,1998-07-17,19,2018-04-09,85,1997,WY
Maria,Stewart,1995-03-01,17,2018-10-21,65,1973,NC
Jeffrey,Alexander,1990-02-03,20,2018-10-31,66,1998,WA
Sabrina,Clark,1989-11-12,20,2018-03-29,51,1985,WV
Laura,Fox,1982-12-24,13,2018-10-10,49,1977,FL
Paul,Crawford,1988-02-25,8,2018-07-31,84,1984,CT
Joshua,Santos,1992-07-27,7,2018-07-23,46,1988,IA
Christopher,Shields,1962-09-02,20,2018-07-07,79,2003,WY
Jennifer,Wyatt,1977-04-27,20,2018-12-10,97,1975,DE
Lynn,Hanson,1996-04-04,7,2018-09-01,64,1987,RI
Frank,Jones,1970-01-03,20,2018-11-09,65,1983,IA
Tony,Ware,1982-04-07,20,2018-06-14,54,1973,MA
Haley,Medina,1990-05-30,2,2018-05-12,35,1981,SD
Heather,Leon,1996-06-17,12,2018-04-20,38,1970,NM
Michael,Williams,1985-05-25,13,2018-03-25,32,1980,RI
Kathleen,Aguilar,1967-03-03,20,2018-12-01,39,2018,FL
Gary,Roberts,1981-08-02,13,2018-08-12,95,1980,KY
Steven,Anderson,1986-01-28,5,2018-12-26,80,1974,ID
Dana,Ramos,1997-03-23,19,2018-10-12,67,1994,KS
Timothy,Mitchell,1991-06-12,2,2018-12-21,35,1972,SC
Andrea,Wyatt,1983-08-11,1,2018-01-20,78,1979,AZ
Douglas,Herrera,1988-08-11,9,2018-06-12,73,1973,NH
Chase,Mosley,1963-09-24,20,2018-04-12,94,1980,AR
John,Cooper,1995-05-28,20,2018-03-21,70,1984,DE
Mark,Long,1980-07-01,1,2018-03-01,47,1970,WA
Ricky,Hill,1988-03-16,8,2018-11-19,73,1982,VT
Kristin,Harmon,1989-07-31,18,2018-02-02,91,1980,MT
Jonathan,Ramirez,1978-12-20,20,2018-06-13,51,1977,MD
Charles,Allen,1992-02-03,9,2018-05-10,69,1981,LA
Charlotte,Castaneda,1960-08-07,20,2018-03-20,59,1988,FL
Wayne,Mcclain,1998-06-06,4,2018-03-04,97,1984,MT
Hannah,Matthews,1987-09-16,4,2018-05-17,52,1973,CA
Jennifer,Shaw,1986-01-05,15,2018-07-08,98,1972,ME
April,Hunt,1994-11-23,0,2018-08-14,94,1989,CO
Sheila,Clark,1989-07-14,13,2018-08-30,36,1985,MI
John,Peck,1985-05-27,6,2018-04-08,67,1979,OR
Amy,Wilson,1983-12-29,5,2018-03-16,96,1976,MD
Rachel,Mercer,1981-10-25,15,2018-08-02,31,1976,DC
Jennifer,Sanchez,1982-12-22,1,2018-11-03,97,1971,TN
Jill,Adams,1994-09-25,6,2018-03-09,72,1976,OH
April,Strickland,1983-10-31,4,2018-08-21,44,1974,CA
Jessica,Lopez,1992-10-31,20,2018-03-09,51,2001,DC
Darryl,Nichols,1994-11-15,7,2018-12-14,43,1973,ND
Patrick,Thompson,1970-05-14,20,2018-02-23,36,2018,TN
Amber,Mckee,1995-12-12,18,2018-05-01,39,1980,MT
William,Robbins,1980-08-22,0,2018-01-26,42,1977,TX
Jonathan,Nelson,1986-03-15,17,2018-11-13,99,1973,NH
Heidi,Russell,1994-02-01,14,2018-10-26,55,1993,MT
Jorge,Powell,1985-05-26,20,2018-02-13,96,2018,TN
Brianna,Turner,1971-01-07,20,2018-01-30,57,2004,DC
Brittany,Sanchez,1998-11-11,15,2018-11-10,68,1992,OH
Audrey,Gonzalez,1982-10-09,7,2018-07-03,44,1973,MN
Matthew,Woodward,1985-11-28,11,2018-07-22,78,1984,CA
Tiffany,Graham,1993-02-04,20,2018-02-09,54,1987,MI
Tina,Solis,1976-10-01,20,2018-06-24,74,1980,PA
Gerald,Bennett,1974-11-19,20,2018-03-24,87,1999,RI
Reginald,Wells,1986-12-10,18,2018-11-26,33,1974,MS
Christopher,Murphy,1996-04-11,2,2018-10-14,42,1970,VA
Joshua,Gill,1989-05-06,5,2018-11-10,90,1986,VA
Rebekah,Marshall,1991-06-01,2,2018-06-21,86,1971,NV
Robert,Anderson,1993-09-18,0,2018-05-29,73,1973,MD
Rachel,Keith,1997-06-01,10,2018-10-12,92,1996,TN
Ian,Barr,1989-05-16,0,2018-11-14,68,1970,FL
Paul,Keith,1987-02-18,14,2018-04-09,75,1972,WV
Michael,Lee,1995-06-13,5,2018-05-04,96,1990,WI
Tina,Vaughan,1972-08-05,8,2018-09-21,30,1970,NH
Michelle,Davis,1990-01-29,18,2018-09-12,44,1974,MA
Scott,Burke,1976-12-03,17,2018-01-11,42,1971,OH
Ryan,Spencer,1994-06-18,20,2018-12-13,35,1973,NV
Adam,Alvarez,1986-07-07,12,2018-02-05,83,1974,OR
John,Powers,1983-12-03,3,2018-05-29,73,1979,OR
John,Moore,1987-12-06,19,2018-06-18,79,1984,WV
Julia,Smith,1998-04-10,2,2018-06-20,41,1990,KY
Jennifer,Sanford,1992-04-20,2,2018-12-02,65,1991,AR
Kelli,Roberts,1988-11-16,2,2018-05-13,59,1975,OR
Tracy,Mclaughlin,1995-02-06,1,2018-06-23,31,1971,AR
Paul,Pena,1995-05-11,20,2018-04-04,48,2006,AL
Alexandria,Wagner,1985-10-07,7,2018-02-08,79,1970,VT
Rhonda,Jackson,1997-06-10,20,2018-12-26,76,1987,CA
Daniel,Miller,1993-03-29,18,2018-04-08,58,1972,UT
John,Shepherd,1990-05-17,4,2018-12-20,64,1983,UT
Julie,Payne,1974-09-16,20,2018-07-02,67,1979,PA
Patrick,Harris,1972-06-03,20,2018-04-16,52,2018,LA
Ruben,Ruiz,1990-07-01,0,2018-07-07,38,1980,ID
Richard,Carter,1989-11-10,8,2018-03-04,59,1976,CO
Megan,Bird,1997-01-23,6,2018-02-15,31,1970,AL
Scott,Watkins,1991-09-01,10,2018-03-28,73,1970,NJ
Julie,Erickson,1989-04-20,2,2018-08-06,74,1971,IN
Nicole,Allen,1997-01-03,17,2018-05-21,84,1978,FL
Jacob,Ramos,1983-07-20,10,2018-08-09,87,1980,NJ
Keith,Butler,1998-02-25,6,2018-12-16,77,1988,MS
Lindsey,Hughes,1997-04-21,3,2018-06-27,62,1995,TN
Elizabeth,Rivera,1990-01-05,13,2018-08-01,40,1975,CO
Eric,Richardson,1989-05-05,9,2018-04-06,75,1973,AL
Michelle,Orr,1995-09-16,20,2018-12-15,88,2000,MT
Christopher,Romero,1996-12-06,12,2018-03-25,85,1975,MI
Jason,Buchanan,1992-02-17,20,2018-06-06,35,1994,DC
Carl,Smith,1989-07-20,3,2018-11-18,81,1985,LA
Ana,Zuniga,1989-05-06,3,2018-12-05,42,1970,KY
Matthew,Frazier,1993-03-29,2,2018-10-19,49,1991,FL
Brianna,Evans,1966-12-10,20,2018-02-07,30,2018,UT
Shawn,Dean,1997-05-10,20,2018-04-10,92,1990,TX
Jacqueline,Bray,1992-11-14,19,2018-12-23,50,1974,DC
Michael,Ramirez,1992-11-23,8,2018-07-06,84,1982,MT
Tracy,Alvarez,1996-04-28,1,2018-11-10,62,1995,NJ
Michelle,Perez,1993-02-26,7,2018-05-25,59,1981,OH
Kristie,Collins,1993-09-12,4,2018-09-05,99,1983,OH
Alexander,Reyes,1980-07-02,16,2018-12-23,87,1973,MD
Kristen,Higgins,1998-03-31,10,2018-07-18,97,1979,NJ
Kelly,Hayden,1996-05-18,3,2018-03-31,73,1973,NJ
Christina,Warren,1989-06-05,4,2018-05-11,86,1986,NC
Matthew,Cabrera,1982-10-09,16,2018-02-03,61,1981,OK
Pamela,Golden,1986-12-11,7,2018-09-30,36,1973,OH
Erika,Cole,1998-11-13,16,2018-07-26,70,1981,TN
Richard,Thompson,1990-05-23,15,2018-07-12,91,1982,AL
Kimberly,Perez,1993-01-30,19,2018-03-05,71,1970,LA
Francisco,Young,1998-04-02,9,2018-07-17,58,1986,ID
William,May,1992-01-27,12,2018-04-23,77,1986,NC
Danielle,Walter,1980-08-21,14,2019-01-05,47,1972,MT
Arthur,Harris,1976-05-15,9,2018-08-05,34,1974,LA
Heather,Dillon,1981-06-05,1,2018-08-13,97,1976,AK
Richard,Reese,1989-05-12,3,2018-09-12,64,1981,SD
Christina,Young,1993-01-26,2,2018-11-10,88,1971,IL
Jeffrey,Young,1978-10-30,17,2018-04-23,76,1971,NE
Cynthia,Campbell,1975-06-03,18,2018-08-26,30,1970,RI
Lisa,Sullivan,1984-03-24,20,2018-04-26,53,2009,ID
Kelly,Carney,1979-01-04,8,2018-06-10,98,1973,WV
Zachary,Smith,1982-03-02,17,2018-02-16,30,1979,DE
Kevin,Johnston,1991-09-21,8,2018-11-05,38,1978,DC
April,Robinson,1960-10-29,20,2018-06-19,74,1990,ND
Andrew,Smith,1964-08-18,20,2018-11-08,63,2012,RI
Deborah,Mayo,1990-01-17,17,2018-03-09,90,1973,WA
Stephanie,Lee,1970-06-03,20,2018-12-28,45,1978,GA
Chloe,Meyer,1959-04-21,20,2018-08-10,38,1983,MD
Jeremy,Gomez,1987-01-10,10,2018-12-29,36,1971,CT
Todd,Perez,1994-12-07,12,2018-11-25,60,1984,MI
Jesus,Cunningham,1997-01-18,10,2018-10-16,73,1994,MN
Stacey,Stout,1970-07-14,20,2018-07-26,60,1981,DC
Andrea,Hanson,1997-10-03,5,2018-07-29,79,1991,ME
Jennifer,Horne,1997-06-10,18,2018-08-25,87,1985,MT
Dawn,Morgan,1989-07-09,5,2018-02-20,36,1988,KY
Rebecca,Wilson,1996-11-18,5,2018-05-09,64,1974,MN
Tyler,Estes,1996-05-15,0,2018-01-09,31,1986,CT
Jeremy,Goodman,1998-08-27,3,2018-06-22,97,1973,MI
Karen,Parker,1980-02-11,16,2018-12-02,37,1977,OH
Michael,Gray,1996-12-01,14,2018-11-21,40,1972,CT
Logan,Green,1979-12-12,1,2018-05-24,46,1976,KS
Steven,Brown,1997-09-21,14,2018-05-12,63,1981,NC
Denise,Harper,1989-02-21,12,2018-05-07,93,1983,AK
Charles,Stevens,1984-03-23,18,2018-05-30,57,1975,GA
Jared,Berry,1981-01-13,6,2018-12-26,72,1975,HI
Melissa,Carter,1995-09-06,6,2018-01-15,32,1970,WV
Bradley,Morgan,1994-06-02,4,2018-07-02,44,1971,UT
Michael,Frye,1996-10-16,1,2018-10-03,60,1990,GA
Amy,Tran,1969-08-15,20,2018-11-01,46,1974,ID
Scott,Tucker,1979-11-15,11,2018-11-26,96,1971,DE
Brooke,Davis,1986-12-28,13,2018-02-23,81,1985,TN
Kevin,Marshall,1971-10-08,18,2018-08-25,91,1970,NV
William,Vasquez,1974-11-03,20,2018-02-12,44,2016,MT
Jennifer,Johnson,1997-01-20,17,2018-09-06,75,1995,CA
Michael,Scott,1993-09-29,10,2018-10-28,51,1977,TN
Elizabeth,Robertson,1995-03-08,15,2018-08-11,78,1988,OK
Amy,Brown,1983-09-28,15,2018-03-10,83,1982,OH
Samantha,Rowe,1994-03-11,12,2019-01-02,79,1983,SC
Michael,Davis,1993-05-31,12,2018-08-31,76,1987,WY
Tracy,Mckay,1978-11-23,16,2018-03-22,48,1973,MD
Justin,Bell,1997-12-01,4,2018-12-24,83,1977,MO
Angela,Gross,1994-07-12,16,2018-11-18,46,1992,TN
Joseph,Brown,1996-06-22,5,2018-09-23,35,1994,IA
Lindsey,Holder,1991-02-09,8,2018-06-29,84,1975,HI
Lauren,Simmons,1981-03-05,20,2018-07-24,54,1989,NV
Kelsey,Patel,1985-09-09,17,2018-06-06,67,1982,VA
Krystal,Salazar,1996-01-28,12,2018-07-29,49,1980,IN
Brittany,Brown,1988-02-24,12,2018-01-18,95,1974,WY
Gina,Miller,1980-05-11,15,2018-03-09,53,1972,NY
Daniel,Gill,1991-06-10,6,2018-12-05,37,1979,AK
Kelly,Ward,1987-12-02,17,2018-09-08,40,1976,MO
Carol,Freeman,1978-08-12,9,2018-03-05,87,1976,MI
Jennifer,Benitez,1969-12-08,20,2018-11-24,52,1982,RI
Matthew,Perkins,1972-12-13,4,2018-05-24,90,1971,WA
Jonathan,Moody,1984-12-22,13,2018-03-11,77,1970,MS
Hannah,Kennedy,1984-08-10,10,2018-02-14,50,1975,OK
Taylor,Summers,1982-03-26,11,2018-04-26,70,1981,NM
Marcus,Reed,1990-11-23,9,2018-03-02,39,1981,VT
Meghan,Hensley,1997-12-19,5,2019-01-09,45,1995,NM
Cindy,Marquez,1988-07-10,8,2018-05-02,74,1975,GA
Heather,Hernandez,1985-02-12,6,2018-01-09,43,1971,KY
Daniel,Gray,1993-03-30,19,2018-07-31,95,1971,ND
Angela,Martinez,1981-09-21,12,2018-04-24,39,1979,MD
Carolyn,Hawkins,1986-11-09,14,2018-03-06,89,1978,NM
Yolanda,Edwards,1981-01-02,9,2018-11-18,30,1970,IL
David,Walters,1995-11-14,6,2019-01-07,41,1980,NE
Kristin,White,1960-06-30,20,2018-09-10,79,1972,MI
Dominique,Chen,1997-03-10,14,2018-03-23,96,1978,SC
Frank,Herrera,1987-05-16,20,2018-08-01,66,1987,DC
David,Lopez,1995-09-05,20,2018-02-06,98,2012,HI
Patricia,Smith,1998-01-05,20,2018-07-25,84,1996,ID
Garrett,Newman,1994-07-12,8,2018-05-31,76,1986,NE
Christopher,Hernandez,1982-04-29,0,2018-02-24,58,1977,TN
Thomas,Wallace,1992-06-13,11,2018-07-10,64,1976,IL
Craig,Thomas,1993-05-20,1,2018-11-12,68,1989,HI
Brenda,Ramirez,1991-02-28,19,2018-11-04,94,1978,NH
Matthew,Gibson,1991-11-10,3,2018-05-13,95,1990,NV
Barbara,Cook,1993-06-14,20,2018-05-29,54,1985,VA
Troy,Norman,1969-05-04,20,2018-07-21,99,1990,ME
Michele,Jones,1994-01-14,16,2018-06-28,90,1978,RI
Kimberly,Goodwin,1988-05-07,16,2018-03-29,72,1983,UT
Antonio,King,1965-03-31,20,2018-11-29,49,1982,IN
Natalie,Carlson,1990-01-06,0,2018-11-22,49,1987,SD
Teresa,Oliver,1994-09-18,3,2018-03-12,52,1982,DE
Teresa,Green,1997-04-17,15,2018-02-26,37,1971,NC
Mark,Warren,1975-04-23,10,2018-08-25,36,1974,RI
Joe,Boyle,1975-03-22,20,2018-04-03,90,1993,DE
Gregory,Martinez,1990-09-19,14,2018-06-15,96,1982,VA
Kimberly,Carr,1998-08-29,3,2018-03-23,86,1991,MN
Carol,Glover,1982-02-13,15,2018-01-25,51,1970,WV
Amy,Nguyen,1979-08-21,3,2018-01-27,65,1973,VA
Brittany,Williams,1961-10-11,20,2018-05-12,46,2010,NC
Mario,Long,1989-03-14,15,2018-06-15,71,1980,UT
Daniel,Villegas,1992-07-09,18,2018-02-23,70,1983,HI
Jessica,Scott,1998-05-31,6,2018-04-07,52,1974,LA
Ashley,Lopez,1977-06-13,12,2018-12-31,90,1973,ME
Michael,Barrett,1979-07-13,20,2018-02-15,81,2006,MN
Wayne,Young,1992-04-28,7,2018-09-09,67,1978,IA
Miguel,Mcguire,1997-01-17,8,2018-03-11,71,1980,OR
Richard,Frazier,1987-05-18,3,2018-09-05,41,1978,MD
Charles,Thomas,1972-12-14,13,2018-07-18,53,1971,MT
Renee,Wolf,1986-01-13,5,2018-05-22,77,1979,SC
Donna,Berry,1996-09-07,20,2018-05-06,97,1995,PA
Julie,Jordan,1985-02-18,0,2018-12-26,43,1971,TX
Jesse,Turner,1979-01-03,11,2018-09-21,91,1977,WV
Matthew,Price,1991-02-20,1,2019-01-04,57,1981,CA
Carmen,Snyder,1978-06-21,20,2018-04-10,57,2017,WA
Amanda,Nelson,1978-02-21,7,2018-05-26,89,1971,NC
Dustin,Roberts,1990-01-23,3,2018-08-10,37,1979,ND
Melvin,Wilson,1963-01-31,20,2018-09-19,73,1979,CT
Maria,Gill,1994-02-24,19,2018-04-02,34,1993,MT
James,Williams,1981-06-12,11,2018-12-08,48,1980,UT
Glenn,Anderson,1985-05-12,19,2018-12-13,69,1978,VT
Terri,Payne,1980-08-28,8,2018-12-02,77,1970,RI
Kara,Roberts,1993-09-17,2,2018-02-20,90,1978,SC
Charles,Daniels,1984-06-15,11,2018-12-24,61,1977,IL
Erin,Kelly,1980-02-22,20,2018-03-03,42,1995,MI
Dawn,Barnes,1989-07-26,20,2018-08-20,52,1993,IL
Derek,Brooks,1996-06-17,14,2019-01-07,86,1973,MD
James,Vazquez,1997-01-13,2,2018-09-19,31,1978,AL
Carol,Baker,1984-03-02,0,2018-01-19,78,1976,UT
David,Harris,1983-10-28,13,2018-03-09,76,1973,WI
Daniel,Craig,1984-11-18,11,2018-05-01,90,1976,PA
Joanna,Bauer,1998-04-05,14,2019-01-04,35,1987,SC
Christina,Meyer,1996-06-21,11,2018-05-04,71,1980,ND
Andrea,Grant,1995-10-21,2,2018-08-26,91,1979,WA
Tracy,Nelson,1997-01-27,13,2018-09-20,53,1987,NJ
Christian,Tucker,1987-11-05,20,2018-03-10,79,1996,AL
Laura,Young,1981-02-20,0,2018-09-24,83,1973,WA
Brittany,Baldwin,1984-09-30,7,2018-07-26,81,1972,MD
James,Jenkins,1994-07-29,7,2018-02-27,33,1989,IA
Linda,Kennedy,1992-08-26,20,2018-11-21,43,2012,WI
Michael,Foley,1994-10-03,13,2018-12-23,49,1988,VA
Jennifer,Jenkins,1982-03-16,9,2018-12-11,36,1970,NV
Jonathan,Craig,1980-03-18,7,2018-10-28,80,1979,VA
Kelly,Bishop,1998-05-26,13,2018-10-14,31,1992,CA
Robert,Harris,1997-12-21,5,2018-08-30,95,1976,NV
Jason,Johnson,1995-02-12,5,2018-06-10,59,1972,MO
Shannon,Williams,1987-06-08,4,2018-07-04,46,1977,NH
Jody,Jones,1985-06-25,20,2018-05-16,51,2017,OK
Alison,Long,1984-06-14,10,2018-02-25,54,1982,OK
Wesley,Barnett,1984-12-25,0,2018-02-09,52,1981,NJ
Belinda,Garrison,1997-08-17,4,2018-02-19,59,1990,CO
Natalie,Baker,1981-10-17,15,2018-02-01,56,1972,DC
William,Woods,1978-05-27,17,2018-04-05,43,1976,NY
William,Griffith,1966-05-02,20,2018-01-09,40,1998,NJ
Larry,Mathis,1959-02-21,20,2018-02-16,75,1995,ID
Tanya,Rose,1998-06-06,18,2018-06-05,98,1987,NM
Elizabeth,Frank,1962-01-10,20,2018-06-08,52,1984,NC
Amber,Williams,1996-07-09,13,2018-02-08,37,1988,DC
Lisa,Johnson,1986-01-04,13,2018-12-22,75,1981,VA
Victoria,Reyes,1992-03-10,10,2018-06-29,83,1987,TX
David,Hurst,1979-06-08,9,2018-11-29,91,1974,AZ
David,Johnson,1988-01-29,4,2018-12-01,46,1982,SC
Chad,Stewart,1993-05-04,10,2018-05-04,69,1972,NV
Aaron,Johnson,1982-12-11,9,2018-09-13,98,1976,VA
Brenda,Gordon,1993-01-19,10,2018-01-14,46,1991,WV
Yesenia,Nelson,1989-01-24,4,2018-07-28,34,1974,NC
Joseph,Sampson,1993-04-20,0,2018-02-04,96,1979,UT
Andrew,Mercado,1994-09-10,19,2018-12-11,75,1979,IA
Angela,Butler,1977-11-19,17,2018-09-27,60,1970,AR
Cynthia,Bryant,1982-04-08,18,2018-08-26,88,1978,MT
Ruben,Le,1990-03-16,8,2018-01-23,84,1975,NE
Amy,Lucas,1991-11-30,4,2018-09-13,87,1980,NY
Patricia,Tyler,1982-10-03,7,2018-05-04,47,1979,VA
Kayla,Green,1979-05-21,18,2018-04-08,58,1977,MI
Steven,Maldonado,1984-08-18,7,2018-12-21,62,1971,NH
Deborah,King,1987-10-17,16,2018-11-16,64,1983,NH
Nicholas,White,1986-12-20,15,2018-04-12,86,1973,VT
Christine,Burke,1968-09-11,20,2018-06-02,67,2012,MT
Jeffrey,Spencer,1972-03-24,19,2018-12-01,76,1971,DE
Philip,Brooks,1974-03-30,1,2018-05-20,72,1970,CT
Jillian,Roberts,1968-10-04,20,2018-05-16,43,1988,LA
Mary,Wise,1994-08-29,17,2018-09-28,74,1971,MA
Melissa,Ashley,1985-06-18,20,2018-07-20,61,1974,MS
Nancy,Barr,1981-11-19,10,2018-03-10,62,1971,GA
Jennifer,Brady,1995-01-18,4,2018-12-11,94,1982,MO
William,Carroll,1991-09-06,0,2018-12-10,60,1985,NE
Michael,Benton,1981-07-14,5,2018-07-04,90,1978,KS
Rodney,Harmon,1988-07-15,10,2018-08-19,56,1977,MA
Mary,Cantrell,1971-03-13,10,2018-06-02,76,1970,HI
April,Phillips,1994-11-27,3,2018-04-27,47,1987,KS
Breanna,Smith,1980-12-28,20,2018-01-18,82,2006,PA
Lauren,Lawrence,1997-06-18,20,2018-10-25,31,1988,NM
Lisa,Noble,1977-02-08,0,2018-03-02,50,1975,DC
Nicholas,Proctor,1994-09-12,12,2018-04-14,79,1970,KY
Gloria,Mcgrath,1984-06-27,14,2018-05-13,30,1975,SC
Joseph,Jarvis,1977-11-21,20,2018-09-29,33,1975,CT
Cynthia,Rodriguez,1976-07-24,1,2018-06-02,75,1975,NC
Sarah,Berry,1981-09-22,17,2018-05-25,30,1972,NC
Selena,Gregory,1981-07-05,13,2018-04-08,61,1979,SD
Eric,Grant,1982-05-06,16,2018-12-22,66,1978,NY
Robert,Arnold,1980-12-09,17,2018-06-21,89,1974,CT
Eric,Moore,1980-12-28,5,2018-07-21,56,1977,OH
Terri,Roach,1998-05-12,0,2018-07-26,73,1985,LA
Sarah,Barr,1990-02-21,14,2018-02-21,65,1987,VA
Katherine,Leach,1985-03-15,6,2018-07-16,62,1981,NE
Warren,Thompson,1998-07-10,20,2018-12-09,74,1988,AZ
Alexander,James,1985-05-20,0,2018-04-18,49,1974,MI
Timothy,Lowery,1988-09-30,3,2018-10-06,42,1976,OR
Lisa,Montes,1990-01-27,2,2018-03-11,38,1977,DC
Billy,Diaz,1979-02-01,13,2018-11-12,57,1978,MN
Robert,Shannon,1993-05-22,20,2018-03-30,85,2016,AK
Charles,Burke,1992-10-03,17,2018-04-22,72,1984,NE
Paula,Holloway,1998-01-15,16,2018-10-23,93,1989,WY
William,Gonzalez,1997-10-04,20,2018-03-10,65,2017,NE
Donna,Martinez,1988-06-24,5,2018-10-27,90,1983,OK
James,Jones,1986-01-12,13,2018-05-09,87,1972,LA
Adam,Owen,1993-10-16,7,2018-02-17,47,1987,IL
Allison,Bates,1989-01-27,19,2018-06-08,87,1981,OK
Lisa,Stark,1994-11-30,17,2018-04-07,51,1993,RI
Barbara,Ramos,1984-07-26,19,2018-07-11,33,1979,KS
Elizabeth,Hernandez,1992-01-31,13,2018-05-21,87,1988,OH
Andrew,Morgan,1986-12-06,2,2018-10-28,93,1976,OK
Joshua,Camacho,1992-10-08,6,2018-08-28,63,1987,NC
Gregory,Lara,1984-02-09,13,2018-06-24,65,1979,SC
Mary,Hebert,1992-09-14,8,2018-04-29,76,1982,WY
Robert,Adams,1982-12-21,14,2018-07-27,67,1974,WV
Amy,Washington,1987-09-03,16,2018-07-11,70,1970,FL
Susan,Payne,1989-12-19,2,2018-08-07,93,1984,ME
Rachel,Martin,1998-07-30,8,2018-12-01,82,1979,SC
Monique,Poole,1991-03-05,7,2018-03-27,79,1970,AL
Kelli,Thomas,1993-09-04,13,2018-07-18,52,1992,MS
Julie,Gomez,1987-03-18,20,2018-11-26,92,2004,IA
Jacqueline,Nelson,1988-09-06,11,2018-06-21,60,1981,CA
Ashley,Choi,1997-12-11,19,2018-02-16,32,1995,AR
Sally,Carrillo,1990-08-03,20,2018-11-20,45,1994,AL
Molly,Conway,1990-04-13,0,2018-06-29,47,1970,VA
